Angle  Strip1  Strip2  Strip3  Strip4  Strip5
(DEG)  RelInt  RelInt  RelInt  RelInt  RelInt
 
0.00	0.551	0.500	0.500	0.657	0.500
0.29	0.602	0.500	0.500	0.657	0.500
0.59	0.651	0.500	0.500	0.657	0.500
0.88	0.699	0.500	0.500	0.657	0.500
1.17	0.745	0.500	0.500	0.657	0.500
1.47	0.788	0.500	0.500	0.703	0.500
1.76	0.829	0.500	0.500	0.703	0.500
2.05	0.865	0.500	0.500	0.703	0.500
2.35	0.898	0.500	0.500	0.703	0.500
2.64	0.927	0.500	0.500	0.703	0.500
2.93	0.951	0.500	0.500	0.313	0.500
3.23	0.971	0.500	0.500	0.313	0.500
3.52	0.986	0.500	0.500	0.313	0.500
3.81	0.995	0.500	0.500	0.313	0.500
4.11	1.000	0.500	0.500	0.313	0.500
4.40	0.999	0.500	0.500	0.707	0.500
4.69	0.993	0.500	0.500	0.707	0.500
4.99	0.982	0.500	0.500	0.707	0.500
5.28	0.965	0.500	0.500	0.707	0.500
5.57	0.944	0.500	0.500	0.707	0.500
5.87	0.918	0.500	0.500	0.566	0.500
6.16	0.888	0.500	0.500	0.566	0.500
6.45	0.854	0.500	0.500	0.566	0.500
6.75	0.816	0.500	0.500	0.566	0.500
7.04	0.775	0.500	0.500	0.566	0.500
7.33	0.730	0.500	0.500	0.299	0.500
7.63	0.684	0.500	0.500	0.299	0.500
7.92	0.635	0.500	0.500	0.299	0.500
8.22	0.585	0.500	0.500	0.299	0.500
8.51	0.535	0.500	0.500	0.299	0.500
8.80	0.483	0.500	0.500	0.389	0.500
9.10	0.432	0.500	0.500	0.389	0.500
9.39	0.382	0.500	0.500	0.389	0.500
9.68	0.333	0.500	0.500	0.389	0.500
9.98	0.286	0.500	0.500	0.389	0.500
10.27	0.241	0.500	0.500	0.523	0.500
10.56	0.198	0.500	0.500	0.523	0.500
10.86	0.159	0.500	0.500	0.523	0.500
11.15	0.124	0.500	0.500	0.523	0.500
11.44	0.092	0.500	0.500	0.523	0.500
11.74	0.064	0.500	0.500	0.729	0.500
12.03	0.042	0.500	0.500	0.729	0.500
12.32	0.024	0.500	0.500	0.729	0.500
12.62	0.011	0.500	0.500	0.729	0.500
12.91	0.003	0.500	0.500	0.729	0.500
13.20	0.000	0.500	0.500	0.732	0.500
13.50	0.003	0.500	0.500	0.732	0.500
13.79	0.010	0.500	0.500	0.732	0.500
14.08	0.023	0.500	0.500	0.732	0.500
14.38	0.041	0.500	0.500	0.732	0.500
14.67	0.064	0.500	0.500	0.329	0.500
14.96	0.091	0.500	0.500	0.329	0.500
15.26	0.123	0.500	0.500	0.329	0.500
15.55	0.158	0.500	0.500	0.329	0.500
15.84	0.197	0.500	0.500	0.329	0.500
16.14	0.240	0.500	0.500	0.735	0.500
16.43	0.285	0.500	0.500	0.735	0.500
16.72	0.332	0.500	0.500	0.735	0.500
17.02	0.381	0.500	0.500	0.735	0.500
17.31	0.431	0.500	0.500	0.735	0.500
17.60	0.482	0.500	0.500	0.729	0.500
17.90	0.533	0.500	0.500	0.729	0.500
18.19	0.584	0.500	0.500	0.729	0.500
18.48	0.634	0.500	0.500	0.729	0.500
18.78	0.683	0.500	0.500	0.729	0.500
19.07	0.729	0.500	0.500	0.493	0.500
19.36	0.773	0.500	0.500	0.493	0.500
19.66	0.815	0.500	0.500	0.493	0.500
19.95	0.853	0.500	0.500	0.493	0.500
20.24	0.887	0.500	0.500	0.493	0.500
20.54	0.918	0.500	0.500	0.650	0.500
20.83	0.943	0.500	0.500	0.650	0.500
21.12	0.965	0.500	0.500	0.650	0.500
21.42	0.981	0.500	0.500	0.650	0.500
21.71	0.993	0.500	0.500	0.650	0.500
22.00	0.999	0.500	0.500	0.321	0.500
22.30	1.000	0.500	0.500	0.321	0.500
22.59	0.995	0.500	0.500	0.321	0.500
22.89	0.986	0.500	0.500	0.321	0.500
23.18	0.972	0.500	0.500	0.321	0.500
23.47	0.952	0.500	0.500	0.461	0.500
23.77	0.928	0.500	0.500	0.461	0.500
24.06	0.899	0.500	0.500	0.461	0.500
24.35	0.866	0.500	0.500	0.461	0.500
24.65	0.829	0.500	0.500	0.461	0.500
24.94	0.789	0.500	0.500	0.708	0.500
25.23	0.746	0.500	0.500	0.708	0.500
25.53	0.700	0.500	0.500	0.708	0.500
25.82	0.652	0.500	0.500	0.708	0.500
26.11	0.603	0.500	0.500	0.708	0.500
26.41	0.552	0.500	0.500	0.646	0.500
26.70	0.501	0.500	0.500	0.646	0.500
26.99	0.450	0.500	0.500	0.646	0.500
27.29	0.400	0.500	0.500	0.646	0.500
27.58	0.350	0.500	0.500	0.646	0.500
27.87	0.302	0.500	0.500	0.730	0.500
28.17	0.256	0.500	0.500	0.730	0.500
28.46	0.213	0.500	0.500	0.730	0.500
28.75	0.172	0.500	0.500	0.730	0.500
29.05	0.136	0.500	0.500	0.730	0.500
29.34	0.102	0.500	0.500	0.578	0.500
29.63	0.074	0.500	0.500	0.578	0.500
29.93	0.049	0.500	0.500	0.578	0.500
30.22	0.029	0.500	0.500	0.578	0.500
30.51	0.015	0.500	0.500	0.578	0.500
30.81	0.005	0.500	0.500	0.268	0.500
31.10	0.000	0.500	0.500	0.268	0.500
31.39	0.001	0.500	0.500	0.268	0.500
31.69	0.007	0.500	0.500	0.268	0.500
31.98	0.018	0.500	0.500	0.268	0.500
32.27	0.034	0.500	0.500	0.675	0.500
32.57	0.055	0.500	0.500	0.675	0.500
32.86	0.081	0.500	0.500	0.675	0.500
33.15	0.111	0.500	0.500	0.675	0.500
33.45	0.145	0.500	0.500	0.675	0.500
33.74	0.183	0.500	0.500	0.717	0.500
34.03	0.224	0.500	0.500	0.717	0.500
34.33	0.269	0.500	0.500	0.717	0.500
34.62	0.315	0.500	0.500	0.717	0.500
34.91	0.363	0.500	0.500	0.717	0.500
35.21	0.413	0.500	0.500	0.589	0.500
35.50	0.464	0.500	0.500	0.589	0.500
35.79	0.515	0.500	0.500	0.589	0.500
36.09	0.566	0.500	0.500	0.589	0.500
36.38	0.617	0.500	0.500	0.589	0.500
36.67	0.666	0.500	0.500	0.629	0.500
36.97	0.713	0.500	0.500	0.629	0.500
37.26	0.758	0.500	0.500	0.629	0.500
37.56	0.801	0.500	0.500	0.629	0.500
37.85	0.840	0.500	0.500	0.629	0.500
38.14	0.876	0.500	0.500	0.622	0.500
38.44	0.907	0.500	0.500	0.622	0.500
38.73	0.935	0.500	0.500	0.622	0.500
39.02	0.958	0.500	0.500	0.622	0.500
39.32	0.976	0.500	0.500	0.622	0.500
39.61	0.989	0.500	0.500	0.446	0.500
39.90	0.997	0.500	0.500	0.446	0.500
40.20	1.000	0.500	0.500	0.446	0.500
40.49	0.998	0.500	0.500	0.446	0.500
40.78	0.990	0.500	0.500	0.446	0.500
41.08	0.977	0.500	0.500	0.578	0.500
41.37	0.959	0.500	0.500	0.578	0.500
41.66	0.937	0.500	0.500	0.578	0.500
41.96	0.910	0.500	0.500	0.578	0.500
42.25	0.878	0.500	0.500	0.578	0.500
42.54	0.843	0.500	0.500	0.336	0.500
42.84	0.804	0.500	0.500	0.336	0.500
43.13	0.762	0.500	0.500	0.336	0.500
43.42	0.717	0.500	0.500	0.336	0.500
43.72	0.669	0.500	0.500	0.336	0.500
44.01	0.620	0.500	0.500	0.603	0.500
44.30	0.570	0.500	0.500	0.603	0.500
44.60	0.519	0.500	0.500	0.603	0.500
44.89	0.468	0.500	0.500	0.603	0.500
45.18	0.417	0.500	0.500	0.603	0.500
45.48	0.367	0.500	0.500	0.266	0.500
45.77	0.319	0.500	0.500	0.266	0.500
46.06	0.272	0.500	0.500	0.266	0.500
46.36	0.228	0.500	0.500	0.266	0.500
46.65	0.186	0.500	0.500	0.266	0.500
46.94	0.148	0.500	0.500	0.388	0.500
47.24	0.114	0.500	0.500	0.388	0.500
47.53	0.083	0.500	0.500	0.388	0.500
47.82	0.057	0.500	0.500	0.388	0.500
48.12	0.036	0.500	0.500	0.388	0.500
48.41	0.019	0.500	0.500	0.273	0.500
48.70	0.008	0.500	0.500	0.273	0.500
49.00	0.001	0.500	0.500	0.273	0.500
49.29	0.000	0.500	0.500	0.273	0.500
49.58	0.004	0.500	0.500	0.273	0.500
49.88	0.014	0.500	0.500	0.299	0.500
50.17	0.028	0.500	0.500	0.299	0.500
50.46	0.047	0.500	0.500	0.299	0.500
50.76	0.072	0.500	0.500	0.299	0.500
51.05	0.100	0.500	0.500	0.299	0.500
51.34	0.133	0.500	0.500	0.662	0.500
51.64	0.170	0.500	0.500	0.662	0.500
51.93	0.210	0.500	0.500	0.662	0.500
52.22	0.253	0.500	0.500	0.662	0.500
52.52	0.299	0.500	0.500	0.662	0.500
52.81	0.346	0.500	0.500	0.597	0.500
53.11	0.396	0.500	0.500	0.597	0.500
53.40	0.446	0.500	0.500	0.597	0.500
53.69	0.497	0.500	0.500	0.597	0.500
53.99	0.549	0.500	0.500	0.597	0.500
54.28	0.599	0.500	0.500	0.409	0.500
54.57	0.649	0.500	0.500	0.409	0.500
54.87	0.697	0.500	0.500	0.409	0.500
55.16	0.743	0.500	0.500	0.409	0.500
55.45	0.786	0.500	0.500	0.409	0.500
55.75	0.827	0.500	0.500	0.725	0.500
56.04	0.864	0.500	0.500	0.725	0.500
56.33	0.897	0.500	0.500	0.725	0.500
56.63	0.926	0.500	0.500	0.725	0.500
56.92	0.950	0.500	0.500	0.725	0.500
57.21	0.970	0.500	0.500	0.267	0.500
57.51	0.985	0.500	0.500	0.267	0.500
57.80	0.995	0.500	0.500	0.267	0.500
58.09	1.000	0.500	0.500	0.267	0.500
58.39	0.999	0.500	0.500	0.267	0.500
58.68	0.993	0.500	0.500	0.469	0.500
58.97	0.982	0.500	0.500	0.469	0.500
59.27	0.966	0.500	0.500	0.469	0.500
59.56	0.945	0.500	0.500	0.469	0.500
59.85	0.920	0.500	0.500	0.469	0.500
60.15	0.890	0.500	0.500	0.441	0.500
60.44	0.856	0.500	0.500	0.441	0.500
60.73	0.818	0.500	0.500	0.441	0.500
61.03	0.777	0.500	0.500	0.441	0.500
61.32	0.733	0.500	0.500	0.441	0.500
61.61	0.686	0.500	0.500	0.633	0.500
61.91	0.638	0.500	0.500	0.633	0.500
62.20	0.588	0.500	0.500	0.633	0.500
62.49	0.537	0.500	0.500	0.633	0.500
62.79	0.486	0.500	0.500	0.633	0.500
63.08	0.435	0.500	0.500	0.648	0.500
63.37	0.385	0.500	0.500	0.648	0.500
63.67	0.335	0.500	0.500	0.648	0.500
63.96	0.288	0.500	0.500	0.648	0.500
64.25	0.243	0.500	0.500	0.648	0.500
64.55	0.200	0.500	0.500	0.343	0.500
64.84	0.161	0.500	0.500	0.343	0.500
65.13	0.125	0.500	0.500	0.343	0.500
65.43	0.093	0.500	0.500	0.343	0.500
65.72	0.066	0.500	0.500	0.343	0.500
66.01	0.043	0.500	0.500	0.495	0.500
66.31	0.024	0.500	0.500	0.495	0.500
66.60	0.011	0.500	0.500	0.495	0.500
66.89	0.003	0.500	0.500	0.495	0.500
67.19	0.000	0.500	0.500	0.495	0.500
67.48	0.002	0.500	0.500	0.473	0.500
67.78	0.010	0.500	0.500	0.473	0.500
68.07	0.022	0.500	0.500	0.473	0.500
68.36	0.040	0.500	0.500	0.473	0.500
68.66	0.063	0.500	0.500	0.473	0.500
68.95	0.090	0.500	0.500	0.573	0.500
69.24	0.121	0.500	0.500	0.573	0.500
69.54	0.156	0.500	0.500	0.573	0.500
69.83	0.195	0.500	0.500	0.573	0.500
70.12	0.237	0.500	0.500	0.573	0.500
70.42	0.282	0.500	0.809	0.605	0.000
70.71	0.329	0.500	0.985	0.605	0.000
71.00	0.378	0.500	0.957	0.605	0.000
71.30	0.429	0.500	0.737	0.605	0.000
71.59	0.480	0.500	0.418	0.605	0.000
71.88	0.531	0.500	0.135	0.627	1.000
72.18	0.582	0.501	0.002	0.627	1.000
72.47	0.632	0.501	0.075	0.627	1.000
72.76	0.680	0.502	0.320	0.627	1.000
73.06	0.727	0.502	0.638	0.627	1.000
73.35	0.771	0.503	0.899	0.388	1.000
73.64	0.813	0.504	1.000	0.388	1.000
73.94	0.851	0.505	0.901	0.388	1.000
74.23	0.886	0.505	0.643	0.388	1.000
74.52	0.916	0.506	0.330	0.388	1.000
74.82	0.942	0.507	0.084	0.590	1.000
75.11	0.964	0.508	0.001	0.590	1.000
75.40	0.980	0.509	0.111	0.590	1.000
75.70	0.992	0.509	0.372	0.590	1.000
75.99	0.999	0.510	0.681	0.590	1.000
76.28	1.000	0.511	0.920	0.578	0.000
76.58	0.996	0.511	0.999	0.578	0.000
76.87	0.987	0.511	0.890	0.578	0.000
77.16	0.972	0.511	0.636	0.578	0.000
77.46	0.953	0.511	0.331	0.578	0.000
77.75	0.929	0.511	0.089	0.331	0.000
78.04	0.901	0.511	0.000	0.331	0.000
78.34	0.868	0.510	0.094	0.331	0.000
78.63	0.831	0.510	0.335	0.331	0.000
78.92	0.791	0.509	0.636	0.331	0.000
79.22	0.748	0.508	0.887	0.309	0.000
79.51	0.703	0.507	0.998	0.309	0.000
79.80	0.655	0.505	0.932	0.309	0.000
80.10	0.605	0.504	0.713	0.309	0.000
80.39	0.555	0.502	0.420	0.309	0.000
80.68	0.504	0.500	0.155	0.499	0.000
80.98	0.453	0.498	0.011	0.499	1.000
81.27	0.402	0.496	0.037	0.499	1.000
81.56	0.352	0.494	0.222	0.499	1.000
81.86	0.304	0.492	0.501	0.499	1.000
82.15	0.258	0.490	0.780	0.730	1.000
82.44	0.215	0.488	0.963	0.730	1.000
82.74	0.174	0.486	0.990	0.730	1.000
83.03	0.137	0.484	0.853	0.730	1.000
83.33	0.104	0.482	0.599	0.730	1.000
83.62	0.075	0.480	0.313	0.420	1.000
83.91	0.050	0.479	0.089	0.420	1.000
84.21	0.030	0.477	0.000	0.420	1.000
84.50	0.015	0.476	0.074	0.420	1.000
84.79	0.005	0.475	0.285	0.420	1.000
85.09	0.000	0.474	0.565	0.543	1.000
85.38	0.001	0.474	0.823	0.543	0.000
85.67	0.007	0.474	0.978	0.543	0.000
85.97	0.017	0.474	0.982	0.543	0.000
86.26	0.033	0.474	0.834	0.543	0.000
86.55	0.054	0.475	0.582	0.362	0.000
86.85	0.080	0.476	0.306	0.362	0.000
87.14	0.110	0.477	0.090	0.362	0.000
87.43	0.144	0.479	0.001	0.362	0.000
87.73	0.181	0.481	0.064	0.362	0.000
88.02	0.222	0.483	0.260	0.626	0.000
88.31	0.266	0.485	0.527	0.626	0.000
88.61	0.313	0.488	0.786	0.626	0.000
88.90	0.361	0.491	0.959	0.626	0.000
